age,d18O,Ca2
34400,-44.39,379.86
34400,-42.64,240.66
34420,-42.64,240.66
34420,-43.17,279.29
34440,-43.17,279.29
34440,-42.32,260.08
34460,-42.32,260.08
34460,-42.01,210.1
34480,-42.01,210.1
34480,-43.21,216.91
34500,-43.21,216.91
34500,-42.71,187.11
34520,-42.71,187.11
34520,-43.39,225.55
34540,-43.39,225.55
34540,-43.94,300.56
34560,-43.94,300.56
34560,-42.61,209.66
34580,-42.61,209.66
34580,-43.08,271.81
34600,-43.08,271.81
34600,-43.92,217.9
34620,-43.92,217.9
34620,-43.51,177.6
34640,-43.51,177.6
34640,-41.77,166.47
34660,-41.77,166.47
34660,-41.32,148.81
34680,-41.32,148.81
34680,-42.23,138.79
34700,-42.23,138.79
34700,-43.1,138
34720,-43.1,138
34720,-44.34,141.25
34740,-44.34,141.25
34740,-40.91,66.16
34760,-40.91,66.16
34760,-40.2,50.16
34780,-40.2,50.16
34780,-39.36,52.89
34800,-39.36,52.89
34800,-40.4,54.57
34820,-40.4,54.57
34820,-40.99,66.7
34840,-40.99,66.7
34840,-40.22,50.67
34860,-40.22,50.67
34860,-40.35,58.05
34880,-40.35,58.05
34880,-41.17,70.93
34900,-41.17,70.93
34900,-40.44,75.32
34920,-40.44,75.32
34920,-41.77,79.19
34940,-41.77,79.19
34940,-40.08,61.44
34960,-40.08,61.44
34960,-41.3,74.24
34980,-41.3,74.24
34980,-41.05,68.95
35000,-41.05,68.95
35000,-41.16,59.76
35020,-41.16,59.76
35020,-40.04,63.57
35040,-40.04,63.57
35040,-39.71,60.24
35060,-39.71,60.24
35060,-39.07,46.35
35080,-39.07,46.35
35080,-39.53,48.71
35100,-39.53,48.71
35100,-40.02,43.1
35120,-40.02,43.1
35120,-40.36,51.96
35140,-40.36,51.96
35140,-39.75,50.99
35160,-39.75,50.99
35160,-39.31,47.65
35180,-39.31,47.65
35180,-40.11,56.98
35200,-40.11,56.98
35200,-40.45,53.01
35220,-40.45,53.01
35220,-38.75,53.06
35240,-38.75,53.06
35240,-39.64,48.07
35260,-39.64,48.07
35260,-39.31,48.56
35280,-39.31,48.56
35280,-39.82,62.4
35300,-39.82,62.4
35300,-39.21,43.38
35320,-39.21,43.38
35320,-39.61,38.92
35340,-39.61,38.92
35340,-38.49,43.47
35360,-38.49,43.47
35360,-38.8,40.74
35380,-38.8,40.74
35380,-39.46,47.62
35400,-39.46,47.62
35400,-38.81,39.51
35420,-38.81,39.51
35420,-38.25,30.94
35440,-38.25,30.94
35440,-39.18,41.06
35460,-39.18,41.06
35460,-39.46,60.04
35480,-39.46,60.04
35480,-40.97,139.14
35500,-40.97,139.14
35500,-42.74,218.2
35520,-42.74,218.2
35520,-42.94,224.79
35540,-42.94,224.79
35540,-44.65,298.3
35560,-44.65,298.3
35560,-40.86,210.08
35580,-40.86,210.08
35580,-43.17,276.61
35600,-43.17,276.61
35600,-42.78,261.12
35620,-42.78,261.12
35620,-42.89,287.43
35640,-42.89,287.43
35640,-41.51,219.01
35660,-41.51,219.01
35660,-42.96,247.13
35680,-42.96,247.13
35680,-42.91,264.7
35700,-42.91,264.7
35700,-41.75,214.56
35720,-41.75,214.56
35720,-41.56,309.01
35740,-41.56,309.01
35740,-41.31,223.78
35760,-41.31,223.78
35760,-44,277.74
35780,-44,277.74
35780,-43.1,261.39
35800,-43.1,261.39
35800,-43.14,245.54
35820,-43.14,245.54
35820,-44.04,297.8
35840,-44.04,297.8
35840,-44.96,276.61
35860,-44.96,276.61
35860,-44.37,266.88
35880,-44.37,266.88
35880,-44.75,397.18
35900,-44.75,397.18
35900,-43.88,320.5
35920,-43.88,320.5
35920,-44.06,255.74
35940,-44.06,255.74
35940,-41.75,273.6
35960,-41.75,273.6
35960,-43.07,335.23
35980,-43.07,335.23
35980,-42.42,348.99
36000,-42.42,348.99
36000,-43.36,308.12
36020,-43.36,308.12
36020,-43.33,253.53
36040,-43.33,253.53
36040,-43.62,324.95
36060,-43.62,324.95
36060,-43.21,310.54
36080,-43.21,310.54
36080,-43.1,269.92
36100,-43.1,269.92
36100,-43.11,247.47
36120,-43.11,247.47
36120,-42.54,286.31
36140,-42.54,286.31
36140,-43.06,306.38
36160,-43.06,306.38
36160,-42.4,274.41
36180,-42.4,274.41
36180,-40.66,405.01
36200,-40.66,405.01
36200,-43.77,312.58
36220,-43.77,312.58
36220,-42.71,339.11
36240,-42.71,339.11
36240,-43.12,252.29
36260,-43.12,252.29
36260,-43.16,300.3
36280,-43.16,300.3
36280,-44.58,276.47
36300,-44.58,276.47
36300,-42.32,253.68
36320,-42.32,253.68
36320,-43.36,276.11
36340,-43.36,276.11
36340,-41.14,206.5
36360,-41.14,206.5
36360,-41.89,256.38
36380,-41.89,256.38
36380,-42.5,237.14
36400,-42.5,237.14
36400,-43.56,288.14
36420,-43.56,288.14
36420,-42.04,248.14
36440,-42.04,248.14
36440,-43.74,223.78
36460,-43.74,223.78
36460,-41.81,214.47
36480,-41.81,214.47
36480,-41.91,191.77
36500,-41.91,191.77
36500,-41.39,199.96
36520,-41.39,199.96
36520,-43.41,159.14
36540,-43.41,159.14
36540,-42.99,186.08
36560,-42.99,186.08
36560,-43.05,144.03
36580,-43.05,144.03
36580,-42.38,160.59
36600,-42.38,160.59
36600,-41.52,114.9
36620,-41.52,114.9
36620,-41.91,88.03
36640,-41.91,88.03
36640,-39.88,70.91
36660,-39.88,70.91
36660,-40.2,59.86
36680,-40.2,59.86
36680,-41.81,66.36
36700,-41.81,66.36
36700,-41.09,70.71
36720,-41.09,70.71
36720,-40.74,59.5
36740,-40.74,59.5
36740,-41.34,53.94
36760,-41.34,53.94
36760,-41.33,60.26
36780,-41.33,60.26
36780,-41.23,82.56
36800,-41.23,82.56
36800,-41.38,59.58
36820,-41.38,59.58
36820,-39.92,63.38
36840,-39.92,63.38
36840,-41.15,73.09
36860,-41.15,73.09
36860,-41.21,82.63
36880,-41.21,82.63
36880,-41.21,117.92
36900,-41.21,117.92
36900,-41.5,107.39
36920,-41.5,107.39
36920,-41.47,89.31
36940,-41.47,89.31
36940,-42.17,72.06
36960,-42.17,72.06
36960,-41.18,63.74
36980,-41.18,63.74
36980,-41.03,75.03
37000,-41.03,75.03
37000,-40.84,62.99
37020,-40.84,62.99
37020,-41.2,55.53
37040,-41.2,55.53
37040,-41.47,66.1
37060,-41.47,66.1
37060,-40.7,73.77
37080,-40.7,73.77
37080,-40.8,73.62
37100,-40.8,73.62
37100,-41.31,83.19
37120,-41.31,83.19
37120,-40.04,52.72
37140,-40.04,52.72
37140,-40.53,65.04
37160,-40.53,65.04
37160,-40.25,42.43
37180,-40.25,42.43
37180,-39.92,41.1
37200,-39.92,41.1
37200,-39.48,51.84
37220,-39.48,51.84
37220,-39.69,40.33
37240,-39.69,40.33
37240,-39.35,37.67
37260,-39.35,37.67
37260,-40.4,40.33
37280,-40.4,40.33
37280,-39.93,37.78
37300,-39.93,37.78
37300,-39.41,38.65
37320,-39.41,38.65
37320,-38.89,39.44
37340,-38.89,39.44
37340,-39.43,45.8
37360,-39.43,45.8
37360,-40.83,43.84
37380,-40.83,43.84
37380,-40.19,48.32
37400,-40.19,48.32
37400,-40.76,44.85
37420,-40.76,44.85
37420,-39.05,43.27
37440,-39.05,43.27
37440,-39.15,49.21
37460,-39.15,49.21
37460,-38.74,40.41
37480,-38.74,40.41
37480,-38.57,34.57
37500,-38.57,34.57
37500,-39.31,44.67
37520,-39.31,44.67
37520,-39.96,43.57
37540,-39.96,43.57
37540,-38.57,43.47
37560,-38.57,43.47
37560,-38.66,44.65
37580,-38.66,44.65
37580,-38.48,39.04
37600,-38.48,39.04
37600,-39.6,41.6
37620,-39.6,41.6
37620,-39.02,38.23
37640,-39.02,38.23
37640,-38.71,34.83
37660,-38.71,34.83
37660,-39.18,42.06
37680,-39.18,42.06
37680,-38.56,46.13
37700,-38.56,46.13
37700,-38.72,41.34
37720,-38.72,41.34
37720,-39.31,45.5
37740,-39.31,45.5
37740,-38.74,50.38
37760,-38.74,50.38
37760,-39.11,40.38
37780,-39.11,40.38
37780,-38.91,45.13
37800,-38.91,45.13
37800,-39.03,43.07
37820,-39.03,43.07
37820,-39.37,44.35
37840,-39.37,44.35
37840,-38.76,35.61
37860,-38.76,35.61
37860,-39.66,44.07
37880,-39.66,44.07
37880,-39.18,47.03
37900,-39.18,47.03
37900,-38.92,44.51
37920,-38.92,44.51
37920,-39.18,35.46
37940,-39.18,35.46
37940,-38.96,46.1
37960,-38.96,46.1
37960,-38.12,37.44
37980,-38.12,37.44
37980,-39.07,39.25
38000,-39.07,39.25
38000,-38.88,43.27
38020,-38.88,43.27
38020,-38.16,39.67
38040,-38.16,39.67
38040,-38.75,35.72
38060,-38.75,35.72
38060,-39.01,48.91
38080,-39.01,48.91
38080,-38.68,34.46
38100,-38.68,34.46
38100,-38.2,36.65
38120,-38.2,36.65
38120,-37.86,42.02
38140,-37.86,42.02
38140,-38.21,36.18
38160,-38.21,36.18
38160,-38.55,38.35
38180,-38.55,38.35
38180,-37.56,35.61
38200,-37.56,35.61
38200,-39.57,56.06
38220,-39.57,56.06
38220,-42.1,166.66
38240,-42.1,166.66
38240,-41.85,185.7
38260,-41.85,185.7
38260,-42.11,152.4
38280,-42.11,152.4
38280,-42.12,223.24
38300,-42.12,223.24
38300,-42.05,232.06
38320,-42.05,232.06
38320,-42.61,265.85
38340,-42.61,265.85
38340,-43.28,230.54
38360,-43.28,230.54
38360,-43.46,221.63
38380,-43.46,221.63
38380,-41.5,249.98
38400,-41.5,249.98
38400,-43.54,251.1
38420,-43.54,251.1
38420,-39.93,205.52
38440,-39.93,205.52
38440,-41.9,463.72
38460,-41.9,463.72
38460,-43.59,349.55
38480,-43.59,349.55
38480,-41.9,212.34
38500,-41.9,212.34
38500,-41.44,240.32
38520,-41.44,240.32
38520,-44.3,271.69
38540,-44.3,271.69
38540,-42.96,254.3
38560,-42.96,254.3
38560,-43.08,265.45
38580,-43.08,265.45
38580,-41.78,215.41
38600,-41.78,215.41
38600,-44.31,273.44
38620,-44.31,273.44
38620,-42.16,266.39
38640,-42.16,266.39
38640,-42.79,309.18
38660,-42.79,309.18
38660,-42.7,268.7
38680,-42.7,268.7
38680,-43.76,315.33
38700,-43.76,315.33
38700,-44.41,304.53
38720,-44.41,304.53
38720,-42.34,455.72
38740,-42.34,455.72
38740,-43.45,309.56
38760,-43.45,309.56
38760,-42.74,276.62
38780,-42.74,276.62
38780,-44.21,315.37
38800,-44.21,315.37
38800,-43.2,226.93
38820,-43.2,226.93
38820,-43.36,316.68
38840,-43.36,316.68
38840,-43.54,273.25
38860,-43.54,273.25
38860,-42.43,265.82
38880,-42.43,265.82
38880,-41.66,265.2
38900,-41.66,265.2
38900,-42.85,256.88
38920,-42.85,256.88
38920,-43.24,332.85
38940,-43.24,332.85
38940,-41.33,279.07
38960,-41.33,279.07
38960,-42.47,345.16
38980,-42.47,345.16
38980,-41.71,291.75
39000,-41.71,291.75
39000,-43.85,329.84
39020,-43.85,329.84
39020,-44.43,281.69
39040,-44.43,281.69
39040,-45.17,293.29
39060,-45.17,293.29
39060,-42.07,337.67
39080,-42.07,337.67
39080,-43.1,354.52
39100,-43.1,354.52
39100,-44.61,355.77
39120,-44.61,355.77
39120,-43.17,303.65
39140,-43.17,303.65
39140,-43.69,271.85
39160,-43.69,271.85
39160,-43.45,359.28
39180,-43.45,359.28
39180,-42.3,337.18
39200,-42.3,337.18
39200,-43.01,298.76
39220,-43.01,298.76
39220,-44.16,319.51
39240,-44.16,319.51
39240,-43.44,321.18
39260,-43.44,321.18
39260,-44.23,361.39
39280,-44.23,361.39
39280,-43.39,389.53
39300,-43.39,389.53
39300,-42.58,393.77
39320,-42.58,393.77
39320,-44.19,472.9
39340,-44.19,472.9
39340,-42.37,398.92
39360,-42.37,398.92
39360,-43.52,445.43
39380,-43.52,445.43
39380,-43.76,323.91
39400,-43.76,323.91
39400,-43.59,539.21
39420,-43.59,539.21
39420,-41.9,313.82
39440,-41.9,313.82
39440,-41.67,323.93
39460,-41.67,323.93
39460,-44.66,442.03
39480,-44.66,442.03
39480,-44.16,506.62
39500,-44.16,506.62
39500,-44.37,478.94
39520,-44.37,478.94
39520,-43.4,521.35
39540,-43.4,521.35
39540,-42.23,429.15
39560,-42.23,429.15
39560,-42.56,423.81
39580,-42.56,423.81
39580,-41.71,344.65
39600,-41.71,344.65
39600,-44.69,492.66
39620,-44.69,492.66
39620,-43.45,487.74
39640,-43.45,487.74
39640,-43.01,731.82
39660,-43.01,731.82
39660,-42.35,386.55
39680,-42.35,386.55
39680,-42.5,480.39
39700,-42.5,480.39
39700,-43.11,408.44
39720,-43.11,408.44
39720,-44.25,361.92
39740,-44.25,361.92
39740,-42.15,430.05
39760,-42.15,430.05
39760,-43.66,431.39
39780,-43.66,431.39
39780,-42.31,407.25
39800,-42.31,407.25
39800,-42.86,474.13
39820,-42.86,474.13
39820,-44.08,462.56
39840,-44.08,462.56
39840,-43.53,364.5
39860,-43.53,364.5
39860,-43.53,400.3
39880,-43.53,400.3
39880,-42.6,337
39900,-42.6,337
39900,-42.21,305.38
39920,-42.21,305.38
39920,-42.2,277.77
39940,-42.2,277.77
39940,-42.17,200.75
39960,-42.17,200.75
39960,-41.63,188.78
39980,-41.63,188.78
39980,-40.84,122.8
40000,-40.84,122.8
40000,-40.33,95.23
40020,-40.33,95.23
40020,-40.84,79.41
40040,-40.84,79.41
40040,-40.71,59.43
40060,-40.71,59.43
40060,-40.49,58.66
40080,-40.49,58.66
40080,-39.68,53.11
40100,-39.68,53.11
40100,-40.58,70.15
40120,-40.58,70.15
40120,-39.43,79
40140,-39.43,79
40140,-40.85,108.69
40160,-40.85,108.69
40160,-42.54,136.3
40180,-42.54,136.3
40180,-43.71,234.67
40200,-43.71,234.67
40200,-42.57,210.86
40220,-42.57,210.86
40220,-42.11,273.79
40240,-42.11,273.79
40240,-42.51,224.91
40260,-42.51,224.91
40260,-42.07,247.87
40280,-42.07,247.87
40280,-42.5,280.11
40300,-42.5,280.11
40300,-42.13,218.42
40320,-42.13,218.42
40320,-41.98,189.25
40340,-41.98,189.25
40340,-42.4,205.41
40360,-42.4,205.41
40360,-42.38,177.55
40380,-42.38,177.55
40380,-41.77,232.64
40400,-41.77,232.64
40400,-42.43,193.29
40420,-42.43,193.29
40420,-42.25,224.71
40440,-42.25,224.71
40440,-43,207.79
40460,-43,207.79
40460,-42.07,225.66
40480,-42.07,225.66
40480,-42.29,194.71
40500,-42.29,194.71
40500,-41.79,181.33
40520,-41.79,181.33
40520,-41.9,192.18
40540,-41.9,192.18
40540,-42.44,182.42
40560,-42.44,182.42
40560,-43.41,210.14
40580,-43.41,210.14
40580,-42.98,243.46
40600,-42.98,243.46
40600,-42.59,186.86
40620,-42.59,186.86
40620,-45.41,199.59
40640,-45.41,199.59
40640,-42.57,183.16
40660,-42.57,183.16
40660,-42.49,220.85
40680,-42.49,220.85
40680,-42.85,203.64
40700,-42.85,203.64
40700,-44.29,220.62
40720,-44.29,220.62
40720,-42.53,193.04
40740,-42.53,193.04
40740,-44.53,311.19
40760,-44.53,311.19
40760,-43.81,277.26
40780,-43.81,277.26
40780,-43.21,242.84
40800,-43.21,242.84
40800,-41.05,240.07
40820,-41.05,240.07
40820,-42.61,218.91
40840,-42.61,218.91
40840,-41.47,157.72
40860,-41.47,157.72
40860,-42.65,149.15
40880,-42.65,149.15
40880,-41.95,128.44
40900,-41.95,128.44
40900,-42.37,131.86
40920,-42.37,131.86
40920,-41.29,84.01
40940,-41.29,84.01
40940,-42.17,76.97
40960,-42.17,76.97
40960,-40.42,71.48
40980,-40.42,71.48
40980,-41.16,86.58
41000,-41.16,86.58
41000,-40.81,69.77
41020,-40.81,69.77
41020,-39.6,52.24
41040,-39.6,52.24
41040,-39.82,58.85
41060,-39.82,58.85
41060,-40.35,57.29
41080,-40.35,57.29
41080,-39.59,53.24
41100,-39.59,53.24
41100,-39.24,44.17
41120,-39.24,44.17
41120,-40.35,61.59
41140,-40.35,61.59
41140,-39.71,83.27
41160,-39.71,83.27
41160,-41.29,75.46
41180,-41.29,75.46
41180,-39.23,57.76
41200,-39.23,57.76
41200,-39.37,64.62
41220,-39.37,64.62
41220,-40.12,62.64
41240,-40.12,62.64
41240,-39.84,53.91
41260,-39.84,53.91
41260,-39.96,50.76
41280,-39.96,50.76
41280,-38.36,48.69
41300,-38.36,48.69
41300,-39.47,38.2
41320,-39.47,38.2
41320,-39.41,54.13
41340,-39.41,54.13
41340,-39.95,49.02
41360,-39.95,49.02
41360,-38.95,51.24
41380,-38.95,51.24
41380,-38.83,39.28
41400,-38.83,39.28
41400,-38.57,46.92
41420,-38.57,46.92
41420,-38.36,47.1
41440,-38.36,47.1
41440,-39.8,62.68
41460,-39.8,62.68
41460,-41.78,110.66
41480,-41.78,110.66
41480,-43.23,269.52
41500,-43.23,269.52
41500,-42.26,213.56
41520,-42.26,213.56
41520,-41.3,203.75
41540,-41.3,203.75
41540,-43.5,364.97
41560,-43.5,364.97
41560,-42.76,306.71
41580,-42.76,306.71
41580,-42.7,295.48
41600,-42.7,295.48
41600,-41.76,278.18
41620,-41.76,278.18
41620,-42.31,361.9
41640,-42.31,361.9
41640,-41.66,291.42
41660,-41.66,291.42
41660,-43.61,322.33
41680,-43.61,322.33
41680,-42.92,329.32
41700,-42.92,329.32
41700,-41.92,320.67
41720,-41.92,320.67
41720,-41.69,279.13
41740,-41.69,279.13
41740,-43.75,396.45
41760,-43.75,396.45
41760,-43.29,324.33
41780,-43.29,324.33
41780,-43.59,389.53
41800,-43.59,389.53
41800,-42.86,366.27
41820,-42.86,366.27
41820,-42.25,442.98
41840,-42.25,442.98
41840,-41.81,331.16
41860,-41.81,331.16
41860,-42.54,282.99
41880,-42.54,282.99
41880,-43.07,354.23
41900,-43.07,354.23
41900,-43.67,417.06
41920,-43.67,417.06
41920,-42.5,305.27
41940,-42.5,305.27
41940,-42.03,332.03
41960,-42.03,332.03
41960,-42.84,378.52
41980,-42.84,378.52
41980,-43.18,269.08
42000,-43.18,269.08
42000,-43.95,310.46
42020,-43.95,310.46
42020,-41.98,321.93
42040,-41.98,321.93
42040,-42.11,277.34
42060,-42.11,277.34
42060,-43.49,393.4
42080,-43.49,393.4
42080,-42.24,397.41
42100,-42.24,397.41
42100,-42.65,327.01
42120,-42.65,327.01
42120,-41.51,253.24
42140,-41.51,253.24
42140,-41.73,299.4
42160,-41.73,299.4
42160,-42.13,240.82
42180,-42.13,240.82
42180,-42.27,226.26
42200,-42.27,226.26
42200,-42.17,191.01
42220,-42.17,191.01
42220,-42.03,133.71
42240,-42.03,133.71
42240,-41.73,83.68
42260,-41.73,83.68
42260,-42.67,95.51
42280,-42.67,95.51
42280,-40.56,78.55
42300,-40.56,78.55
42300,-39.57,61.98
42320,-39.57,61.98
42320,-41.49,74.62
42340,-41.49,74.62
42340,-40.64,76.53
42360,-40.64,76.53
42360,-41.24,60.31
42380,-41.24,60.31
42380,-40.76,66.99
42400,-40.76,66.99
42400,-40.8,88
42420,-40.8,88
42420,-40.28,68.75
42440,-40.28,68.75
42440,-41.63,68.59
42460,-41.63,68.59
42460,-41.75,67.14
42480,-41.75,67.14
42480,-41.86,60.95
42500,-41.86,60.95
42500,-41.12,70.64
42520,-41.12,70.64
42520,-40.61,60.49
42540,-40.61,60.49
42540,-41.02,77.64
42560,-41.02,77.64
42560,-41.65,67.51
42580,-41.65,67.51
42580,-40.94,65.77
42600,-40.94,65.77
42600,-39.97,72.75
42620,-39.97,72.75
42620,-40.39,54.53
42640,-40.39,54.53
42640,-41.03,85.02
42660,-41.03,85.02
42660,-40.64,56.12
42680,-40.64,56.12
42680,-39.67,71
42700,-39.67,71
42700,-39.29,50.12
42720,-39.29,50.12
42720,-40.4,62.59
42740,-40.4,62.59
42740,-39.39,54.36
42760,-39.39,54.36
42760,-39.66,48.42
42780,-39.66,48.42
42780,-40.22,52.27
42800,-40.22,52.27
42800,-39.54,39.79
42820,-39.54,39.79
42820,-39.43,47.93
42840,-39.43,47.93
42840,-39.53,41.97
42860,-39.53,41.97
42860,-39.48,48.04
42880,-39.48,48.04
42880,-39.83,35.1
42900,-39.83,35.1
42900,-38.67,43.72
42920,-38.67,43.72
42920,-38.99,38.01
42940,-38.99,38.01
42940,-39.05,34.35
42960,-39.05,34.35
42960,-39.64,50.79
42980,-39.64,50.79
42980,-39.36,48.28
43000,-39.36,48.28
43000,-38.48,40.86
43020,-38.48,40.86
43020,-38.04,35
43040,-38.04,35
43040,-38.63,35.78
43060,-38.63,35.78
43060,-38.72,41.58
43080,-38.72,41.58
43080,-38.05,43.14
43100,-38.05,43.14
43100,-38.8,50.85
43120,-38.8,50.85
43120,-39.55,42.38
43140,-39.55,42.38
43140,-38.84,45.44
43160,-38.84,45.44
43160,-39.53,40.68
43180,-39.53,40.68
43180,-39.75,48.69
43200,-39.75,48.69
43200,-40.75,49.29
43220,-40.75,49.29
43220,-39.46,34.08
43240,-39.46,34.08
43240,-38.95,40.93
43260,-38.95,40.93
43260,-39.67,50.18
43280,-39.67,50.18
43280,-39.32,49.77
43300,-39.32,49.77
43300,-38.46,40.14
43320,-38.46,40.14
43320,-39.93,67.91
43340,-39.93,67.91
43340,-41.07,178.66
43360,-41.07,178.66
43360,-42.46,199.86
43380,-42.46,199.86
43380,-41.46,210.41
43400,-41.46,210.41
43400,-41.49,205.95
43420,-41.49,205.95
43420,-42,230.95
43440,-42,230.95
43440,-42.98,309.25
43460,-42.98,309.25
43460,-43.84,396.15
43480,-43.84,396.15
43480,-42.62,365.86
43500,-42.62,365.86
43500,-43.83,259.13
43520,-43.83,259.13
43520,-42.33,273.69
43540,-42.33,273.69
43540,-43.6,358.67
43560,-43.6,358.67
43560,-43.79,254.24
43580,-43.79,254.24
43580,-43.99,347.79
43600,-43.99,347.79
43600,-44.16,302.68
43620,-44.16,302.68
43620,-43.36,341.7
43640,-43.36,341.7
43640,-43.2,225.58
43660,-43.2,225.58
43660,-42.08,299.22
43680,-42.08,299.22
43680,-42.88,315.26
43700,-42.88,315.26
43700,-41.55,279.05
43720,-41.55,279.05
43720,-42.21,321.46
43740,-42.21,321.46
43740,-42.86,286.95
43760,-42.86,286.95
43760,-41.84,217.34
43780,-41.84,217.34
43780,-42.67,227.75
43800,-42.67,227.75
43800,-41.51,319.89
43820,-41.51,319.89
43820,-42.92,407.75
43840,-42.92,407.75
43840,-40.41,263.78
43860,-40.41,263.78
43860,-42.66,311.97
43880,-42.66,311.97
43880,-42.07,316.57
43900,-42.07,316.57
43900,-42.93,294.71
43920,-42.93,294.71
43920,-44.02,321.75
43940,-44.02,321.75
43940,-42.25,333.83
43960,-42.25,333.83
43960,-44.84,365.31
43980,-44.84,365.31
43980,-41.3,249.49
44000,-41.3,249.49
44000,-41.82,203.26
44020,-41.82,203.26
44020,-42.69,320.44
44040,-42.69,320.44
44040,-41.92,247.87
44060,-41.92,247.87
44060,-43.61,289.88
44080,-43.61,289.88
44080,-43.07,343.99
44100,-43.07,343.99
44100,-42.67,214.08
44120,-42.67,214.08
44120,-43.81,185.84
44140,-43.81,185.84
44140,-43.67,200.07
44160,-43.67,200.07
44160,-43.52,225.26
44180,-43.52,225.26
44180,-41.84,255.47
44200,-41.84,255.47
44200,-41.67,201.81
44220,-41.67,201.81
44220,-43.37,206.41
44240,-43.37,206.41
44240,-43.13,134.9
44260,-43.13,134.9
44260,-44.07,105.23
44280,-44.07,105.23
44280,-41.51,114.37
44300,-41.51,114.37
44300,-41.99,96.47
44320,-41.99,96.47
44320,-41.75,94.1
44340,-41.75,94.1
44340,-41.75,102.32
44360,-41.75,102.32
44360,-41.13,69.22
44380,-41.13,69.22
44380,-39.87,46.39
44400,-39.87,46.39
44400,-39.46,45.03
44420,-39.46,45.03
44420,-40.84,49.41
44440,-40.84,49.41
44440,-39.81,55.58
44460,-39.81,55.58
44460,-40.26,39.93
44480,-40.26,39.93
44480,-39.31,40.68
44500,-39.31,40.68
44500,-40.57,63.81
44520,-40.57,63.81
44520,-41.04,59.86
44540,-41.04,59.86
44540,-40.46,80.83
44560,-40.46,80.83
44560,-41.51,96.79
44580,-41.51,96.79
44580,-42.57,194.92
44600,-42.57,194.92
44600,-41.59,141.77
44620,-41.59,141.77
44620,-41.78,134.33
44640,-41.78,134.33
44640,-41.39,135.24
44660,-41.39,135.24
44660,-42.17,83.83
44680,-42.17,83.83
44680,-40.6,68.99
44700,-40.6,68.99
44700,-40.23,59.89
44720,-40.23,59.89
44720,-40.66,59.7
44740,-40.66,59.7
44740,-41.39,78
44760,-41.39,78
44760,-40.17,63.27
44780,-40.17,63.27
44780,-41.69,64.75
44800,-41.69,64.75
44800,-41.53,62.02
44820,-41.53,62.02
44820,-40.83,69.6
44840,-40.83,69.6
44840,-40.59,62.15
44860,-40.59,62.15
44860,-42.53,54.94
44880,-42.53,54.94
44880,-42.02,68.93
44900,-42.02,68.93
44900,-41.25,89.09
44920,-41.25,89.09
44920,-41.16,64.63
44940,-41.16,64.63
44940,-41.5,80.09
44960,-41.5,80.09
44960,-40.01,54.77
44980,-40.01,54.77
44980,-41.03,58.31
45000,-41.03,58.31
45000,-39.73,58.75
45020,-39.73,58.75
45020,-41.47,59.81
45040,-41.47,59.81
45040,-40.79,75.44
45060,-40.79,75.44
45060,-40.94,41.66
45080,-40.94,41.66
45080,-40.88,54.45
45100,-40.88,54.45
45100,-40.74,59.08
45120,-40.74,59.08
45120,-39.95,49.23
45140,-39.95,49.23
45140,-41.68,51.4
45160,-41.68,51.4
45160,-41.06,38.73
45180,-41.06,38.73
45180,-40.33,48.73
45200,-40.33,48.73
45200,-39.92,50.55
45220,-39.92,50.55
45220,-40.37,49.42
45240,-40.37,49.42
45240,-40.18,45.44
45260,-40.18,45.44
45260,-41.71,62.53
45280,-41.71,62.53
45280,-39.81,58.15
45300,-39.81,58.15
45300,-41.23,56.68
45320,-41.23,56.68
45320,-41.38,56.12
45340,-41.38,56.12
45340,-40.48,39.94
45360,-40.48,39.94
45360,-41.17,45.62
45380,-41.17,45.62
45380,-40.53,53.2
45400,-40.53,53.2
45400,-40.49,52.97
45420,-40.49,52.97
45420,-40.39,43.81
45440,-40.39,43.81
45440,-39.14,32.49
45460,-39.14,32.49
45460,-39.64,35.84
45480,-39.64,35.84
45480,-39.44,35.63
45500,-39.44,35.63
45500,-40.56,38.59
45520,-40.56,38.59
45520,-40,46.23
45540,-40,46.23
45540,-40.05,58.89
45560,-40.05,58.89
45560,-40.55,42.95
45580,-40.55,42.95
45580,-39.2,34.17
45600,-39.2,34.17
45600,-39.24,28.38
45620,-39.24,28.38
45620,-39.17,36.14
45640,-39.17,36.14
45640,-40.16,37.89
45660,-40.16,37.89
45660,-39.21,33.82
45680,-39.21,33.82
45680,-38.94,34.43
45700,-38.94,34.43
45700,-39.76,35.62
45720,-39.76,35.62
45720,-39.71,34.87
45740,-39.71,34.87
45740,-39.26,26.1
45760,-39.26,26.1
45760,-39.95,33.76
45780,-39.95,33.76
45780,-38.81,34.11
45800,-38.81,34.11
45800,-39.43,36.13
45820,-39.43,36.13
45820,-40.45,37.91
45840,-40.45,37.91
45840,-39.17,34.69
45860,-39.17,34.69
45860,-39.71,33.85
45880,-39.71,33.85
45880,-38.9,46.78
45900,-38.9,46.78
45900,-39.47,30.95
45920,-39.47,30.95
45920,-39.05,35.9
45940,-39.05,35.9
45940,-39.58,33.83
45960,-39.58,33.83
45960,-40.4,35.54
45980,-40.4,35.54
45980,-39,29.68
46000,-39,29.68
46000,-39.4,35.04
46020,-39.4,35.04
46020,-38.71,35.51
46040,-38.71,35.51
46040,-38.02,26.58
46060,-38.02,26.58
46060,-38.41,29.76
46080,-38.41,29.76
