age,d18O,Ca2
83840,-38.18,19.52
83840,-38.31,24.38
83860,-38.31,24.38
83860,-37.78,20.5
83880,-37.78,20.5
83880,-38.24,22.73
83900,-38.24,22.73
83900,-37.83,16.58
83920,-37.83,16.58
83920,-37.83,22.91
83940,-37.83,22.91
83940,-37.97,23.09
83960,-37.97,23.09
83960,-37.99,21.85
83980,-37.99,21.85
83980,-36.72,18.13
84000,-36.72,18.13
84000,-37.53,18.36
84020,-37.53,18.36
84020,-37.21,15.43
84040,-37.21,15.43
84040,-37.25,20.85
84060,-37.25,20.85
84060,-37.08,19.18
84080,-37.08,19.18
84080,-37.53,24.86
84100,-37.53,24.86
84100,-37.54,21.13
84120,-37.54,21.13
84120,-37.31,20.81
84140,-37.31,20.81
84140,-37.19,21.83
84160,-37.19,21.83
84160,-38.39,20.64
84180,-38.39,20.64
84180,-37.66,29.78
84200,-37.66,29.78
84200,-37.83,24.42
84220,-37.83,24.42
84240,-37.99,22.47
84260,-37.99,22.47
84260,-37.93,21.48
84280,-37.93,21.48
84280,-37.91,30.41
84300,-37.91,30.41
84300,-37.97,26.49
84320,-37.97,26.49
84320,-37.84,24.43
84340,-37.84,24.43
84340,-37.97,25.87
84360,-37.97,25.87
84360,-38.54,25.61
84380,-38.54,25.61
84380,-38.1,24.86
84400,-38.1,24.86
84400,-37.84,21.05
84420,-37.84,21.05
84420,-37.25,21.3
84440,-37.25,21.3
84440,-37.13,20.05
84460,-37.13,20.05
84460,-37.02,25.11
84480,-37.02,25.11
84480,-37,28.87
84500,-37,28.87
84500,-36.88,25.89
84520,-36.88,25.89
84520,-37.46,24.13
84540,-37.46,24.13
84540,-36.54,23.35
84560,-36.54,23.35
84560,-37.3,26.5
84580,-37.3,26.5
84580,-36.83,26.99
84600,-36.83,26.99
84600,-36.87,24.82
84620,-36.87,24.82
84620,-36.71,22.84
84640,-36.71,22.84
84640,-36.44,21.77
84660,-36.44,21.77
84660,-36.62,26.31
84680,-36.62,26.31
84680,-37.17,24.27
84700,-37.17,24.27
84700,-37.39,26.87
84720,-37.39,26.87
84720,-36.09,25.98
84740,-36.09,25.98
84740,-37.74,30.79
84760,-37.74,30.79
84760,-39.76,51.3
84780,-39.76,51.3
84780,-40.32,59.34
84800,-40.32,59.34
84800,-41.45,55.01
84820,-41.45,55.01
84820,-41.09,68.63
84840,-41.09,68.63
84840,-40.79,81.87
84860,-40.79,81.87
84860,-41.05,90.18
84880,-41.05,90.18
84880,-41.06,123.91
84900,-41.06,123.91
84900,-40.8,104.24
84920,-40.8,104.24
84920,-41.17,102.36
84940,-41.17,102.36
84940,-40.45,88.11
84960,-40.45,88.11
84960,-39.2,82.32
84980,-39.2,82.32
84980,-39.14,52.87
85000,-39.14,52.87
85000,-37.59,42.18
85020,-37.59,42.18
85020,-37.73,37.69
85040,-37.73,37.69
85040,-39.84,67.58
85060,-39.84,67.58
85060,-40.89,117.96
85080,-40.89,117.96
85080,-40.67,71.08
85100,-40.67,71.08
85100,-40.11,74.38
85120,-40.11,74.38
85120,-40.41,92.18
85140,-40.41,92.18
85140,-39.44,87.57
85160,-39.44,87.57
85160,-39.84,81.54
85180,-39.84,81.54
85180,-39.98,76.76
85200,-39.98,76.76
85200,-41.28,91.22
85220,-41.28,91.22
85220,-41.21,114.68
85240,-41.21,114.68
85240,-41.27,100.39
85260,-41.27,100.39
85260,-40.68,94.15
85280,-40.68,94.15
85280,-40.79,104.89
85300,-40.79,104.89
85300,-41.17,96.64
85320,-41.17,96.64
85320,-39.62,75.16
85340,-39.62,75.16
85340,-39.66,85.2
85360,-39.66,85.2
85360,-40.96,123.53
85380,-40.96,123.53
85380,-39.68,92.41
85400,-39.68,92.41
85400,-40.82,113.13
85420,-40.82,113.13
85420,-40.39,100.28
85440,-40.39,100.28
85440,-40.95,86.11
85460,-40.95,86.11
85460,-41.26,89.61
85480,-41.26,89.61
85480,-41.91,75.55
85500,-41.91,75.55
85500,-41.39,111.22
85520,-41.39,111.22
85520,-40.47,101.61
85540,-40.47,101.61
85540,-40.43,85.08
85560,-40.43,85.08
85560,-40.47,108.39
85580,-40.47,108.39
85580,-41.22,112.46
85600,-41.22,112.46
85600,-42.86,119.81
85620,-42.86,119.81
85620,-41.1,88.53
85640,-41.1,88.53
85640,-41.16,113.43
85660,-41.16,113.43
85660,-41.44,109.17
85680,-41.44,109.17
85680,-41.2,109.96
85700,-41.2,109.96
85700,-41.21,111.93
85720,-41.21,111.93
85720,-41.72,125.99
85740,-41.72,125.99
85740,-41.13,117.75
85760,-41.13,117.75
85760,-41.86,133.08
85780,-41.86,133.08
85780,-41.9,124.34
85800,-41.9,124.34
85800,-40.45,90.08
85820,-40.45,90.08
85820,-41.09,118.5
85840,-41.09,118.5
85840,-41.04,115.06
85860,-41.04,115.06
85860,-41.89,127
85880,-41.89,127
85880,-41.27,133.92
85900,-41.27,133.92
85900,-41.29,124.43
85920,-41.29,124.43
85920,-40.28,115.13
85940,-40.28,115.13
85940,-42.34,117.4
85960,-42.34,117.4
85960,-41.89,100.88
85980,-41.89,100.88
85980,-40.96,121.23
86000,-40.96,121.23
86000,-40.86,114.6
86020,-40.86,114.6
86020,-40.71,122.3
86040,-40.71,122.3
86040,-40.86,127.38
86060,-40.86,127.38
86060,-40.41,102.82
86080,-40.41,102.82
86080,-40.33,105.03
86100,-40.33,105.03
86100,-40.38,106.09
86120,-40.38,106.09
86120,-40.6,132.57
86140,-40.6,132.57
86140,-39.22,126.35
86160,-39.22,126.35
86160,-40.73,98.28
86180,-40.73,98.28
86180,-41.31,119.22
86200,-41.31,119.22
86200,-41.47,110.64
86220,-41.47,110.64
86220,-40.84,93.61
86240,-40.84,93.61
86240,-41.12,101.78
86260,-41.12,101.78
86260,-41.23,115.01
86280,-41.23,115.01
86280,-41.33,129.17
86300,-41.33,129.17
86300,-41.34,129.62
86320,-41.34,129.62
86320,-41.08,116.55
86340,-41.08,116.55
86340,-41.04,225.71
86360,-41.04,225.71
86360,-41.57,134.3
86380,-41.57,134.3
86380,-42.08,110.93
86400,-42.08,110.93
86400,-41.07,133.04
86420,-41.07,133.04
86420,-42.08,128.29
86440,-42.08,128.29
86440,-40.71,116.07
86460,-40.71,116.07
86460,-41.43,136.61
86480,-41.43,136.61
86480,-40.61,142.19
86500,-40.61,142.19
86500,-40.49,131.16
86520,-40.49,131.16
86520,-40.73,135.03
86540,-40.73,135.03
86540,-41.09,119.86
86560,-41.09,119.86
86560,-41.18,133
86580,-41.18,133
86580,-41.09,128.83
86600,-41.09,128.83
86600,-41.29,130.41
86620,-41.29,130.41
86620,-41.49,129.78
86640,-41.49,129.78
86640,-41.39,191.67
86660,-41.39,191.67
86660,-41.96,126.59
86680,-41.96,126.59
86680,-40.82,177.57
86700,-40.82,177.57
86700,-42.08,147.68
86720,-42.08,147.68
86720,-42.02,149.09
86740,-42.02,149.09
86740,-40.97,148.65
86760,-40.97,148.65
86760,-42.74,148.81
86780,-42.74,148.81
86820,-41.01,141.29
86840,-41.01,141.29
86840,-41.77,141.29
86860,-41.77,141.29
86860,-41.45,131.29
86880,-41.45,131.29
86880,-40.76,108.29
86900,-40.76,108.29
86900,-41.34,138.74
86920,-41.34,138.74
86920,-41.32,132.54
86940,-41.32,132.54
86940,-40.2,129.12
86960,-40.2,129.12
86960,-40.83,108.96
86980,-40.83,108.96
86980,-41.73,147.38
87000,-41.73,147.38
87000,-41.06,126.53
87020,-41.06,126.53
87020,-41.13,138.53
87040,-41.13,138.53
87040,-41.24,165.03
87060,-41.24,165.03
87060,-40.97,142.1
87080,-40.97,142.1
87080,-42.4,164.93
87100,-42.4,164.93
87100,-42.07,165.55
87120,-42.07,165.55
87120,-42.36,173.73
87140,-42.36,173.73
87140,-41.59,146.38
87160,-41.59,146.38
87160,-41.44,190.19
87180,-41.44,190.19
87180,-41.95,185.24
87200,-41.95,185.24
87200,-42.5,173.37
87220,-42.5,173.37
87220,-41.26,142.2
87240,-41.26,142.2
87240,-41.76,150.18
87260,-41.76,150.18
87260,-41.36,157.76
87280,-41.36,157.76
87280,-41.09,152.19
87300,-41.09,152.19
87300,-41.61,141.47
87320,-41.61,141.47
87320,-41.74,194.45
87340,-41.74,194.45
87340,-41.19,135.72
87360,-41.19,135.72
87360,-41.37,153.98
87380,-41.37,153.98
87380,-41.13,158.5
87400,-41.13,158.5
87400,-41.95,169.05
87420,-41.95,169.05
87420,-41.56,121.03
87440,-41.56,121.03
87440,-41.75,151.93
87460,-41.75,151.93
87460,-40.8,147.81
87480,-40.8,147.81
87480,-41.68,114.27
87500,-41.68,114.27
87500,-41.91,208.3
87520,-41.91,208.3
87520,-42.17,165.94
87540,-42.17,165.94
87540,-40.92,204.9
87560,-40.92,204.9
87560,-42.01,178
87580,-42.01,178
87580,-41.26,133.28
87600,-41.26,133.28
87600,-41.26,85
87620,-41.26,85
87620,-41.09,79.09
87640,-41.09,79.09
87640,-41,65.66
87660,-41,65.66
87660,-40.11,61.99
87680,-40.11,61.99
87680,-40.49,60.49
87700,-40.49,60.49
87700,-40.13,40.84
87720,-40.13,40.84
87720,-39.53,43.88
87740,-39.53,43.88
87740,-38.91,40.47
87760,-38.91,40.47
87760,-39.02,40.09
87780,-39.02,40.09
87780,-39.18,33.84
87800,-39.18,33.84
87800,-39.8,38.46
87820,-39.8,38.46
87820,-40,46.37
87840,-40,46.37
87840,-39.77,44.29
87860,-39.77,44.29
87860,-40.26,44.41
87880,-40.26,44.41
87880,-40.77,47.85
87900,-40.77,47.85
87900,-40.41,49.62
87920,-40.41,49.62
87920,-39.94,53.81
87940,-39.94,53.81
87940,-39.53,54.45
87960,-39.53,54.45
87960,-40.36,62.44
87980,-40.36,62.44
87980,-40.07,55.44
88000,-40.07,55.44
88000,-39.45,46.87
88020,-39.45,46.87
88020,-39.37,42.29
88040,-39.37,42.29
88040,-39.73,51.36
88060,-39.73,51.36
88060,-39.11,38.82
88080,-39.11,38.82
88080,-38.89,31.38
88100,-38.89,31.38
88100,-38.96,37.59
88120,-38.96,37.59
88120,-38.88,30.6
88140,-38.88,30.6
88140,-38.5,38.74
88160,-38.5,38.74
88160,-39.24,39.52
88180,-39.24,39.52
88180,-39.93,42.61
88200,-39.93,42.61
88200,-39.93,46.96
88220,-39.93,46.96
88220,-39.46,43.48
88240,-39.46,43.48
88240,-40.3,40.92
88260,-40.3,40.92
88260,-37.91,36.72
88280,-37.91,36.72
88280,-39.21,38.02
88300,-39.21,38.02
88300,-39.08,41.07
88320,-39.08,41.07
88320,-38.3,35.9
88340,-38.3,35.9
88340,-38.72,34.84
88360,-38.72,34.84
88360,-37.98,32.67
88380,-37.98,32.67
88380,-38.37,25.55
88400,-38.37,25.55
88400,-39.02,32.4
88420,-39.02,32.4
88420,-39.06,32.61
88440,-39.06,32.61
88440,-38.67,34
88460,-38.67,34
88460,-39.31,34.06
88480,-39.31,34.06
88480,-38.85,33.79
88500,-38.85,33.79
88500,-39.03,33.23
88520,-39.03,33.23
88520,-38.63,31.11
88540,-38.63,31.11
88540,-38.85,30.4
88560,-38.85,30.4
88560,-38.86,30.81
88580,-38.86,30.81
88580,-38.46,32.96
88600,-38.46,32.96
88600,-38.14,30.14
88620,-38.14,30.14
88620,-38.34,30.54
88640,-38.34,30.54
88640,-38.29,24.5
88660,-38.29,24.5
88660,-38.17,25.37
88680,-38.17,25.37
88680,-38.59,27.75
88700,-38.59,27.75
88700,-38.64,27.21
88720,-38.64,27.21
88720,-39.29,28.68
88740,-39.29,28.68
88740,-38.76,32.11
88760,-38.76,32.11
88760,-38.94,30.35
88780,-38.94,30.35
88780,-38.95,28.74
88800,-38.95,28.74
88800,-39.32,27.38
88820,-39.32,27.38
88820,-39.05,44.4
88840,-39.05,44.4
88840,-39.36,40.79
88860,-39.36,40.79
88860,-40.53,42.74
88880,-40.53,42.74
88880,-39.93,38.32
88900,-39.93,38.32
88900,-38.71,30.55
88920,-38.71,30.55
88920,-39.62,28.18
88940,-39.62,28.18
88940,-39.16,21.67
88960,-39.16,21.67
88960,-38.34,24.99
88980,-38.34,24.99
88980,-38.25,22.56
89000,-38.25,22.56
89000,-38.63,32.24
89020,-38.63,32.24
89020,-38.28,28.13
89040,-38.28,28.13
89040,-37.89,21.97
89060,-37.89,21.97
89060,-38.03,21.88
89080,-38.03,21.88
89080,-38.36,20.52
89100,-38.36,20.52
89100,-38.47,21.62
89120,-38.47,21.62
89120,-38.8,21.51
89140,-38.8,21.51
89140,-38.43,23.04
89160,-38.43,23.04
89160,-38.24,23.55
89180,-38.24,23.55
89180,-37.95,22.82
89200,-37.95,22.82
89200,-38.4,30.41
89220,-38.4,30.41
89220,-37.79,31.29
89240,-37.79,31.29
89240,-38.17,31.38
89260,-38.17,31.38
89260,-38.67,37
89280,-38.67,37
89280,-38.99,32.02
89300,-38.99,32.02
89300,-38.55,29.23
89320,-38.55,29.23
89320,-38.04,20.75
89340,-38.04,20.75
89340,-38.13,22.05
89360,-38.13,22.05
89360,-37.57,24.33
89380,-37.57,24.33
89380,-37.78,29.24
89400,-37.78,29.24
89400,-37.74,25.06
89420,-37.74,25.06
89420,-37.94,23.25
89440,-37.94,23.25
89440,-37.75,19.54
89460,-37.75,19.54
89460,-38.12,23.82
89480,-38.12,23.82
89480,-38.02,26.12
89500,-38.02,26.12
89500,-38.4,25.44
89520,-38.4,25.44
89520,-37.26,28.65
89540,-37.26,28.65
89540,-38.07,28.95
89560,-38.07,28.95
89560,-38.4,25.13
89580,-38.4,25.13
89580,-37.92,26.35
89600,-37.92,26.35
89600,-37.7,21.57
89620,-37.7,21.57
89620,-37.66,25.33
89640,-37.66,25.33
89640,-37.51,22.83
89660,-37.51,22.83
89660,-37.36,23.99
89680,-37.36,23.99
89680,-38.01,24.08
89700,-38.01,24.08
89700,-38.12,23.21
89720,-38.12,23.21
89720,-38.02,21.12
89740,-38.02,21.12
89740,-38.16,23.46
89760,-38.16,23.46
89760,-37.2,23.07
89780,-37.2,23.07
89780,-38.79,28.21
89800,-38.79,28.21
89800,-39.46,30.74
89820,-39.46,30.74
89820,-39.17,34.62
89840,-39.17,34.62
89840,-38.4,27.91
89860,-38.4,27.91
89860,-38.67,21.98
89880,-38.67,21.98
89880,-38.06,20.49
89900,-38.06,20.49
89900,-38.31,21.49
89920,-38.31,21.49
89920,-37.85,24.67
89940,-37.85,24.67
89940,-38.26,26.82
89960,-38.26,26.82
89960,-37.63,21.84
89980,-37.63,21.84
89980,-37.83,27.1
90000,-37.83,27.1
90000,-38.26,38.88
90020,-38.26,38.88
90020,-38.14,24.96
90040,-38.14,24.96
90040,-39.15,38.04
90060,-39.15,38.04
90060,-39.98,39.9
90080,-39.98,39.9
90080,-39.88,42.88
90100,-39.88,42.88
90100,-40.21,44.5
90120,-40.21,44.5
90120,-40.84,56.65
90140,-40.84,56.65
90140,-39.72,47.11
90160,-39.72,47.11
90160,-39.75,46.56
90180,-39.75,46.56
90180,-39.89,33.92
90200,-39.89,33.92
90200,-39.22,35.96
90220,-39.22,35.96
90220,-40.09,40.23
90240,-40.09,40.23
90240,-39.49,34.62
90260,-39.49,34.62
90260,-40.09,38.11
90280,-40.09,38.11
90280,-39.64,27.95
90300,-39.64,27.95
90300,-39.65,29.33
90320,-39.65,29.33
90320,-39.64,38.73
90340,-39.64,38.73
90340,-40.22,41.33
90360,-40.22,41.33
90360,-39.84,42.18
90380,-39.84,42.18
90380,-40,41.72
90400,-40,41.72
90400,-39.25,31.04
90420,-39.25,31.04
90420,-39.49,37.2
90440,-39.49,37.2
90440,-39.53,32.61
90460,-39.53,32.61
90460,-39.81,34.25
90480,-39.81,34.25
90480,-39.07,35.24
90500,-39.07,35.24
90500,-39.28,38.98
90520,-39.28,38.98
90520,-39.3,45.33
90540,-39.3,45.33
90540,-39.2,40.61
90560,-39.2,40.61
90560,-39.67,34.41
90580,-39.67,34.41
90580,-39.89,32.09
90600,-39.89,32.09
90600,-40.01,36.08
90620,-40.01,36.08
90620,-38.95,35.21
90640,-38.95,35.21
90640,-39.88,31.73
90660,-39.88,31.73
90660,-39.07,32.18
90680,-39.07,32.18
90680,-39.99,37.13
90700,-39.99,37.13
90700,-39.35,33.86
90720,-39.35,33.86
90720,-39.31,32.11
90740,-39.31,32.11
90740,-40.04,32.35
90760,-40.04,32.35
90760,-39.52,39.36
90780,-39.52,39.36
90780,-39.62,38.18
90800,-39.62,38.18
90800,-39.77,34.52
90820,-39.77,34.52
90820,-39.66,35
90840,-39.66,35
90840,-39.34,34
90860,-39.34,34
90860,-39.33,33.48
90880,-39.33,33.48
90880,-40.07,43.18
90900,-40.07,43.18
90900,-39.88,36.62
90920,-39.88,36.62
90920,-39.04,34.92
90940,-39.04,34.92
90940,-39.53,35.32
90960,-39.53,35.32
90960,-39.15,36.38
90980,-39.15,36.38
90980,-38.78,30.69
91000,-38.78,30.69
91000,-39.62,34.21
91020,-39.62,34.21
91020,-39.59,44.75
91040,-39.59,44.75
91040,-39.3,39.52
91060,-39.3,39.52
91060,-39.7,40.53
91080,-39.7,40.53
91080,-39.42,42.23
91100,-39.42,42.23
91100,-39.43,35.93
91120,-39.43,35.93
91120,-39.32,46.18
91140,-39.32,46.18
91140,-39.54,40.37
91160,-39.54,40.37
91160,-39.57,40.4
91180,-39.57,40.4
91180,-39.68,43.63
91200,-39.68,43.63
91200,-38.98,42.33
91220,-38.98,42.33
91220,-39.39,41.48
91240,-39.39,41.48
91240,-38.76,34.86
91260,-38.76,34.86
91260,-39.39,40.7
91280,-39.39,40.7
91280,-39.87,34.41
91300,-39.87,34.41
91300,-40.4,37.44
91320,-40.4,37.44
91320,-39.01,33.23
91340,-39.01,33.23
91340,-39.41,34.04
91360,-39.41,34.04
91360,-39.53,35.68
91380,-39.53,35.68
91380,-39.63,32.69
91400,-39.63,32.69
91400,-39.97,33.07
91420,-39.97,33.07
91420,-40,30.09
91440,-40,30.09
91440,-39.78,32.85
91460,-39.78,32.85
91460,-39.7,36.09
91480,-39.7,36.09
91480,-39.72,41.01
91500,-39.72,41.01
91500,-39.46,31.71
91520,-39.46,31.71
91520,-40.63,35.51
91540,-40.63,35.51
91540,-39.5,38.13
91560,-39.5,38.13
91560,-39.43,34.21
91580,-39.43,34.21
91580,-40.14,34.72
91600,-40.14,34.72
91600,-39.78,42.93
91620,-39.78,42.93
91620,-40.27,34.73
91640,-40.27,34.73
91640,-39.87,38.39
91660,-39.87,38.39
91660,-39.89,44.5
91680,-39.89,44.5
91680,-39.74,38.41
91700,-39.74,38.41
91700,-40.12,48.31
91720,-40.12,48.31
91720,-39.5,41.53
91740,-39.5,41.53
91740,-39.24,38.09
91760,-39.24,38.09
91760,-39.46,37.2
91780,-39.46,37.2
91780,-39.31,49.58
91800,-39.31,49.58
91800,-38.42,31.38
91820,-38.42,31.38
91820,-39.05,51.67
91840,-39.05,51.67
91840,-39.01,35.16
91860,-39.01,35.16
91860,-39.6,34.8
91880,-39.6,34.8
91880,-39.25,37.41
91900,-39.25,37.41
91900,-40.08,38.51
91920,-40.08,38.51
91920,-39.81,44.95
91940,-39.81,44.95
91940,-39.26,35.65
91960,-39.26,35.65
91960,-40.12,39.85
91980,-40.12,39.85
91980,-39.77,31.19
92000,-39.77,31.19
92000,-39.7,41.55
92020,-39.7,41.55
92020,-39.55,36.58
92040,-39.55,36.58
92040,-39.63,33.99
92060,-39.63,33.99
92060,-39.36,41.97
92080,-39.36,41.97
92080,-39.76,44.92
92100,-39.76,44.92
92100,-39.35,42.33
92120,-39.35,42.33
92120,-40.05,37.07
92140,-40.05,37.07
92140,-39.52,34.18
92160,-39.52,34.18
92160,-39.21,109.31
92180,-39.21,109.31
92180,-39.43,72.33
92200,-39.43,72.33
92200,-40.12,43.16
92220,-40.12,43.16
92220,-40.81,48.16
92240,-40.81,48.16
92240,-39.78,45.15
92260,-39.78,45.15
92260,-39.63,32.18
92280,-39.63,32.18
92280,-40.6,43.23
92300,-40.6,43.23
92300,-39.67,41.14
92320,-39.67,41.14
92320,-38.98,35.5
92340,-38.98,35.5
92340,-38.82,48.81
92360,-38.82,48.81
92360,-39.32,35.33
92380,-39.32,35.33
92400,-39.58,42.29
92420,-39.58,42.29
92420,-39.53,48.63
92440,-39.53,48.63
92440,-40.7,40.84
92460,-40.7,40.84
92460,-38.82,37.45
92480,-38.82,37.45
92480,-38.57,35.79
92500,-38.57,35.79
92500,-39.45,44.29
92520,-39.45,44.29
92520,-40.13,32.59
92540,-40.13,32.59
92540,-39.2,37.74
92560,-39.2,37.74
92560,-39.89,42.77
92580,-39.89,42.77
92580,-39.51,30.04
92600,-39.51,30.04
92600,-39.38,37.77
92620,-39.38,37.77
92620,-40.14,37.33
92640,-40.14,37.33
92640,-40.24,38.03
92660,-40.24,38.03
92660,-39.48,34.47
92680,-39.48,34.47
92680,-39.55,37.41
92700,-39.55,37.41
92700,-39.58,39.3
92720,-39.58,39.3
92720,-39.19,35.87
92740,-39.19,35.87
92740,-39.63,28.81
92760,-39.63,28.81
92760,-39.94,34.93
92780,-39.94,34.93
92780,-39.2,29.6
92800,-39.2,29.6
92800,-40.06,33.99
92820,-40.06,33.99
92820,-39.55,30.82
92840,-39.55,30.82
92840,-39.99,45.64
92860,-39.99,45.64
92860,-40.47,35.03
92880,-40.47,35.03
92880,-40.69,43.62
92900,-40.69,43.62
92900,-40.13,39.98
92920,-40.13,39.98
92920,-40.58,48.83
92940,-40.58,48.83
92940,-39.92,32.88
92960,-39.92,32.88
92960,-39.18,38.67
92980,-39.18,38.67
92980,-40.02,37.91
93000,-40.02,37.91
93000,-39.8,37.65
93020,-39.8,37.65
93020,-39.97,33.55
93040,-39.97,33.55
93040,-39.98,36.84
93060,-39.98,36.84
93060,-40.08,39.74
93080,-40.08,39.74
93080,-39.93,37.55
93100,-39.93,37.55
93100,-39.74,34.91
93120,-39.74,34.91
93120,-40.51,30.88
93140,-40.51,30.88
93140,-39.71,31.19
93160,-39.71,31.19
93160,-39.41,32.99
93180,-39.41,32.99
93180,-39.44,33.96
93200,-39.44,33.96
93200,-40.72,35.81
93220,-40.72,35.81
93220,-40.18,37.74
93240,-40.18,37.74
93240,-39,41.46
93260,-39,41.46
93260,-39.2,34.04
93280,-39.2,34.04
93280,-39.57,30.85
93300,-39.57,30.85
93300,-38.71,32.4
93320,-38.71,32.4
93320,-39.63,33.68
93340,-39.63,33.68
93340,-40.14,43.09
93360,-40.14,43.09
93360,-39.33,34.79
93380,-39.33,34.79
93380,-40.32,29.03
93400,-40.32,29.03
93400,-40.03,36.12
93420,-40.03,36.12
93420,-39.47,33.34
93440,-39.47,33.34
93440,-40.37,36.58
93460,-40.37,36.58
93460,-39.35,30.28
93480,-39.35,30.28
93480,-39.59,35.31
93500,-39.59,35.31
93500,-39.55,35.36
93520,-39.55,35.36
93520,-39.28,44.93
93540,-39.28,44.93
93540,-39.72,39.77
93560,-39.72,39.77
93560,-40,34.73
93580,-40,34.73
93580,-39.83,33.3
93600,-39.83,33.3
93600,-39.03,30.94
93620,-39.03,30.94
93620,-38.58,33.06
93640,-38.58,33.06
93640,-39.45,30.58
93660,-39.45,30.58
93660,-39.58,33.54
93680,-39.58,33.54
93680,-40.24,36.94
93700,-40.24,36.94
93700,-39.01,30.73
93720,-39.01,30.73
93720,-39.76,31.34
93740,-39.76,31.34
93740,-40.56,52.15
93760,-40.56,52.15
93760,-40.11,39.45
93780,-40.11,39.45
93780,-39.79,38.03
93800,-39.79,38.03
93800,-39.39,44.85
93820,-39.39,44.85
93820,-38.95,30.6
93840,-38.95,30.6
93840,-40.06,26.19
93860,-40.06,26.19
93860,-39.69,28.23
93880,-39.69,28.23
93880,-40.06,35.85
93900,-40.06,35.85
93900,-39.15,34.61
93920,-39.15,34.61
93920,-39.44,36.09
93940,-39.44,36.09
93940,-39.34,29.97
93960,-39.34,29.97
93960,-39.04,26.02
93980,-39.04,26.02
93980,-38.77,32
94000,-38.77,32
94000,-39.06,33
94020,-39.06,33
94020,-39.5,37.68
94040,-39.5,37.68
94040,-39.24,33.91
94060,-39.24,33.91
94060,-39.84,31.03
94080,-39.84,31.03
94080,-38.94,32.31
94100,-38.94,32.31
94100,-40,29.59
94120,-40,29.59
94120,-38.77,32.58
94140,-38.77,32.58
94140,-39,36.69
94160,-39,36.69
94160,-39.13,30.86
94180,-39.13,30.86
94180,-38.26,27.15
94200,-38.26,27.15
94200,-39.77,31.2
94220,-39.77,31.2
94220,-39.05,28.7
94240,-39.05,28.7
94240,-39.08,29.65
94260,-39.08,29.65
94260,-39.07,36.34
94280,-39.07,36.34
94280,-39.55,31.84
94300,-39.55,31.84
94300,-40.24,32.2
94320,-40.24,32.2
94320,-39.53,30.5
94340,-39.53,30.5
94340,-39.88,33.56
94360,-39.88,33.56
94360,-39.62,40.66
94380,-39.62,40.66
94380,-39.08,27.14
94400,-39.08,27.14
94400,-39.42,37.74
94420,-39.42,37.74
94420,-39.71,33.1
94440,-39.71,33.1
94440,-39.63,36.39
94460,-39.63,36.39
94460,-39.63,33.12
94480,-39.63,33.12
94480,-39.4,33.69
94500,-39.4,33.69
94500,-39.18,30.52
94520,-39.18,30.52
94520,-39.36,26.53
94540,-39.36,26.53
94540,-39.71,31.11
94560,-39.71,31.11
94560,-39.5,32.64
94580,-39.5,32.64
94580,-39.61,38.96
94600,-39.61,38.96
94600,-40.13,40.69
94620,-40.13,40.69
94620,-40.13,39.9
94640,-40.13,39.9
94640,-39.77,37.32
94660,-39.77,37.32
94660,-39.59,33.69
94680,-39.59,33.69
94680,-39.72,30.87
94700,-39.72,30.87
94700,-39.37,21.49
94720,-39.37,21.49
94720,-39.55,26.17
94740,-39.55,26.17
94740,-39.58,30.68
94760,-39.58,30.68
94760,-38.62,29.56
94780,-38.62,29.56
94780,-39.07,26.98
94800,-39.07,26.98
94800,-39.52,25.78
94820,-39.52,25.78
94820,-38.78,26.15
94840,-38.78,26.15
94840,-39.08,29.07
94860,-39.08,29.07
94860,-40.41,27.43
94880,-40.41,27.43
94880,-39.53,38.09
94900,-39.53,38.09
94900,-38.46,27.92
94920,-38.46,27.92
94920,-39.36,34.49
94940,-39.36,34.49
94940,-39.46,29.91
94960,-39.46,29.91
94960,-38.7,31.84
94980,-38.7,31.84
94980,-39.41,35.48
95000,-39.41,35.48
95000,-39.58,40.71
95020,-39.58,40.71
95020,-39.19,34.49
95040,-39.19,34.49
95040,-39.42,28.17
95060,-39.42,28.17
95060,-39.04,30
95080,-39.04,30
95080,-39.2,43.46
95100,-39.2,43.46
95100,-38.84,30.18
95120,-38.84,30.18
95120,-38.78,31.22
95140,-38.78,31.22
95140,-37.57,24.82
95160,-37.57,24.82
95160,-39.51,27.74
95180,-39.51,27.74
95180,-39.01,26.68
95200,-39.01,26.68
95200,-39.83,23.91
95220,-39.83,23.91
95220,-39.54,31.74
95240,-39.54,31.74
95240,-38.39,34.88
95260,-38.39,34.88
95260,-39.22,32.84
95280,-39.22,32.84
95280,-39.64,33.44
95300,-39.64,33.44
95300,-39.2,38.48
95320,-39.2,38.48
95320,-38.17,32.76
95340,-38.17,32.76
95340,-39.13,29.45
95360,-39.13,29.45
95360,-38.88,27.43
95380,-38.88,27.43
95380,-38.06,24.8
95400,-38.06,24.8
95400,-39.42,29.82
95420,-39.42,29.82
95420,-38.83,28.75
95440,-38.83,28.75
95440,-39.57,29.1
95460,-39.57,29.1
95460,-38.76,29.13
95480,-38.76,29.13
95480,-39.51,31.46
95500,-39.51,31.46
95500,-39.12,27.36
95520,-39.12,27.36
95520,-39.27,26.95
95540,-39.27,26.95
95540,-39.07,24.66
95560,-39.07,24.66
95560,-38.74,32.92
95580,-38.74,32.92
95580,-39.73,30.78
95600,-39.73,30.78
95600,-39.11,36.05
95620,-39.11,36.05
95620,-37.98,29.39
